n1278897,剧本：活体罪恶 (下)
n1279790,举证人人有责 人体器官展难逃嫌疑
n1280515,盗法轮功学员器官黑幕一直在劳教所
n1280935,赴大陆集中营调查委员会取证范围通知
n1279107,为什么沈阳移植中心的中文网页被删除
n1281249,天雷
n1281251,“我在你们的沉默中死去”
n1281418,吴葆璋：毫不怀疑苏家屯事件的真实性
n1282005,漫画：中共苏家屯器官工厂
n1282708,巴黎民众吁查中国劳教所盗器官黑幕
n1283230,纽约客想知道：失踪弟弟也在尸展中吗
n1283496,知底人揭秘：中共几十年的人体器官盗用
n1283755,残忍的活体取肾早有先例
n1284271,漫画：中共苏家屯焚尸炉
n1284418,【世事关心】中共盗取法轮功学员器官内幕（2）
n1284941,怀明：安徽六安裕安区政府大院地下发现大量尸骨
n1285086,牢头曝大庆活体盗法轮功学员器官黑幕
n1285149,赴中国大陆全面调查法轮功受迫害真相委员会关于第一批追查取证对像名单的公告
n1285857,唐山市劳教所盗取法轮功学员器官
n1284729,医生录音:5.1前大量鲜活供体 加班移植
n1286685,大纪元回应媒体报导中共否认盗法轮功学员器官
n1287433,台玉荣拟被摘取器官 望都县610封锁消息
n1288051,劳教所普遍强行抽取法轮功学员血样
n1288234,怀明：质疑浙江300弃尸案和广西163卖尸案
n1288394,器官摘除暴行下幸存者﹕活体器官集中营在呼叫
n1289551,梅酉：全世界跟随法轮功来调查中共！
n1289710,专访法国“幸存者”协会贝桑松分会秘书Guillin女士
n1289345,海报：盗卖活体器官移植(三)
n1289747,庄尼：那灵魂咋完了?
n1289940,漫画：中共转移活体器官买卖罪证的工具
n1289870,法轮功再吁独立调查所有大陆劳改营
n1290612,美调查盗器官未果 专家学者指迷津
n1291798,袁山：中共最清楚水落石出是早晚的事
n1292155,中共秘密集中营黑幕传德国
n1291746,活体摘器官—来自大陆医院的证词录音
n1292413,追查国际公布中共供法轮功活体器官录音
n1291982,曝光中国各地劳教所看守所犯罪事实
n1293884,如果被活摘的器官真的不是法轮功的，那又会怎么样？(上)
n1293916,如果被活摘的器官真的不是法轮功的，那又会怎么样？(下)
n1294215,证人现身指证活取器官 谴中共转移罪证
n1295329,劳教所人员透露的集中营信息
n1295749,王文怡获释 喊话为传递器官被盗黑幕
n1295785,漫画：活体移植
n1296034,女证人指证活摘法轮功学员器官录音
n1296065,双元漫画： 杀人犯安排警察调查
n1296192,德国媒体报导中共盗取法轮功学员器官
n1296427,组图1：证人现身 指证活取人体器官
n1296292,组图2：证人现身 指证活取人体器官
n1297641,录像片： 揭开中共秘密集中营黑幕
n1298172,侯念祖：给我“左翼”朋友们的再一封信
n1298492,英每日邮报﹕中共强摘活人器官贩卖
n1298663,哈尔滨警杀人灭尸 张延超遗体器官被摘
n1300058,南加周日研讨会﹐邀请您探讨中国未来
n1300123,犹太乐园和梦幻监狱 被欺骗的调查
n1301443,CIPFG赴大陆调查 旧金山叩关跟踪报导
n1302936,郭微言：生命之光 器官移植搜密
n1303916,陈彦宏：36个集中营在哪里？
n1304909,录音﹕军队医院坦承移植法轮功活供体
n1303902,军医披露中共盗卖法轮功器官官方流程
n1306382,【热点互动】公安政保系统黑幕(三)
n1306480,【热点互动】公安政保系统黑幕(四)
n1307089,漫画：活体摘取器官
n1307390,大陆官方媒体泄露的盗取器官黑幕
n1308545,王村劳教所强迫抽血 强制洗脑血证斑斑
n1309378,夏祷：论苏家屯集中营的终极黑暗(上)
n1309384,夏祷：论苏家屯集中营的终极黑暗(下)
n1314117,晓辉：大陆军队医院的特殊功能
n1314572,周永康密召会议 大批法轮功被押解万州
n1323073,看集中营的存在
n1324968,多名被迫害致死的法轮功学员死不见尸
n1325697,此地无银三百两–寻找吉林松原青龙山集中营
n1327126,冰海心澜：红太阳610 VS 黑太阳731
n1331898,河南新乡盗器官谎称尸检 市长受株连
n1333099,怀明：剥茧抽丝看丹东尸体曝光案背后所掩盖的罪恶-2
n1334260,云南昆明存在活体器官库
n1336221,大陆中级法院参与活摘法轮功学员器官
n1338167,李淑媛被害后 遭掏空内脏曝尸河滩
n1340529,陈颖：我差点被朝阳看守所送到集中营
n1342315,晓辉：央视节目为何避而不谈供体器官来源？
n1343086,看守所令兽医害死人后掏空内脏脑髓
n1344617,调查得知 锦州205医院将行32器官移植术
n1350342,湖北警察打人避肾 颈椎骨折致瘫
n1354241,警察摔死张顺龙  体温尚存被解剖
n1365643,加拿大调查组叩关查活摘器官受阻
n1368983,老久：中共的“辟谣”居然连“谣言”都不敢正视
n1372574,天津东方器官移植中心可能涉嫌大量使用法轮功学员活体器官
n1375048,在联合国人权会议期间揭中共盗卖器官黑幕
n1382526,【热点互动】加国报告证实惊天黑幕
n1389576,时事漫画：中共活体摘取法轮功学员器官
n1391411,力虹：吴弘达他想干什么？（一）
n1393928,【热点互动】加国报告揭中共活摘人体器官暴行(三)
n1397715,老久:吴弘达为什么要欺骗美国议员?(上)
n1397808,老久:吴弘达为什么要欺骗美国议员?(中)
n1397811,老久:吴弘达为什么要欺骗美国议员?(下)
n1400383,外电：前中国警察揭发器官供应内幕
n1403106,时事漫画：罪恶的交易
n1415394,游井冈山失踪半年后曝尸野外 死因蹊跷
n1416415,《丹麦基督教日报》：出售中国器官
n1420114,小册子：人命关天
n1424590,投书：亲身经历中共对付国际调查的造假
n1462204,加著名律师对中共迫害法轮功所作的证词
n1480337,天空新闻揭露中共使用流动死刑执行车
n1487747,麦塔斯在马演讲  法轮功学员作证支持
n1491866,龙延：中国盗取人体器官黑幕（上）
n1491870,龙延：中国盗取人体器官黑幕（中）
n1491873,龙延：中国盗取人体器官黑幕（下）
n1588738,苏家屯暴行：中共比法西斯更凶残
n1627074,被狱警当“亲女儿”对待的苦难女遭遇
n1672703,漫画：中共非法活体摘取盗卖器官
n1688559,【热点互动】亲身见证中共对法轮功学员的迫害（3）
n1716143,不明药物在中国大陆被悄悄施用
n1716886,陈曼五十天寻夫记
n1722112,大陆肾移植专家跳楼身亡 新华网急删报导
n1723702,【特稿】急删名军医自杀新闻 新华社欲盖什么？
n1753737,“寿光日报”“连续八年无事故”的背后
n1814322,欧阳非: 如果乞丐的器官可以被活摘
n2016348,一位少年法轮功学员的悲惨经历
n2087567,剑桥社区电台推出中国人权专题报导
n2147926,马三家强行抽法轮功学员血 疑拟摘器官
n2639318,王华：谁的器官被偷了？
n2717871,甄钧：解放军总后勤部是活摘器官核心机构
n2754897,欧阳非等：“死刑犯”撑不起中国器官移植市场上的蘑菇云(三)
n2756001,欧阳非等：“死刑犯”撑不起中国器官移植市场上的蘑菇云(四)
n2757437,欧阳非等：“死刑犯”撑不起中国器官移植市场上的蘑菇云(五)
n2757808,目击者披露活摘法轮功学员心脏惨案(2)
n2758791,目击者披露活摘法轮功学员心脏惨案(3)
n2778528,掸尘：摘取她器官的指令来自哪里？
n2928903,麦塔斯四年调查  中共骚扰不断
n3507471,刘晓：作为杀人机器部件的罪孽
n3509357,传王立军向美领事馆披露活摘器官证据
n3578356,周永康涉嫌介入活摘法轮功学员器官证据曝光
n3601809,中共军队武警大量参与活摘法轮功学员器官报告
n3655663,与王立军合作的移植医生承认摘取法轮功学员器官
n3705271,探秘大连金石滩“人体标本”展览与薄熙来
n3707619,【内幕】薄熙来案中的江泽民（上）
n3707260,北大高材生：我差点被活摘了器官
n3722368,【细语人生】中国大陆今天还在发生的故事（上）
n3722385,【细语人生】中国大陆今天还在发生的故事（下）
n3727058,【陈思敏】：网络聚焦18大的另一个热点
n3727492,中共活体摘取法轮功学员器官报告（六）
n3735648,《九评》8周年看迫害法轮功罪恶给中共棺材钉最后一钉
n3740673,追查国际：关于塑化人体标本尸体来源调查报告
n3741520,台立院决议 境外器官移植需术后登录
n3743337,纪实大片《自由中国》墨尔本举办私人预映
n3753158,北京、内蒙古女子劳教所诡异的“抽血体检”
n3767211,中共对男性法轮功学员的性迫害（2）
n3768231,中共对男性法轮功学员的性迫害（3）
n3769378,中共劳教所买卖奴工的罪恶
n3769144,中共对男性法轮功学员的性迫害（4）
n3815374,惨绝人寰 中共对女性法轮功学员的迫害(上)
n3816285,惨绝人寰 中共对女性法轮功学员的迫害(下)(组图慎入)
n3824560,郦剑锋：法轮功被迫害国际社会应作怎样的反思？
n3849369,凌宸：撕开马三家的妖魅画皮
n3889373,曝光中共酷刑：“开锁”
n3932671,令江泽民胆寒 众外媒聚焦大连法轮功案
n4040060,四个电话录音曝光610特务头子李东生罪恶滔天
n4135912,【历史今日】苏家屯证人揭中共活摘法轮功学员器官罪行
n4141821,台法轮功纪念4‧25集会 19立委入反活摘国际联盟
n4141857,台青年领袖研习营 法轮功谈中共迫害
n4210333,凌晓辉:中共是“世界末日”的真正制造者（三）
n8014122,一位女儿的父亲节之殇
n8020684,美国343号决议案背后的血与泪
n8042467,证人指证 法轮功学员徐真遭活摘器官死亡
n8076384,原唐山市工人医院护士曝光活摘器官线索
n8101519,5位法轮功学员在美国会山疾呼：法办江泽民
n8418950,德国会人权委员会关注中共大规模强摘器官
n9429187,捷克人体展览引争议 旅美博士吁警方调查
n4252384,强迫法轮功学员验血成任务 背后藏惊天秘密
n10918649,共产中国逃亡者的回忆录——一个真实的故事
n11330691,英法庭： 制止中共活摘器官 全世界有责任
n11945479,政界名流：为什么全球医疗机构要信中共？
n13013820,活摘器官你真了解？来龙去脉图解一次看懂
n13278502,反活摘世界峰会 张锦华：媒体应报导事实真相
n13431763,世界人权日 英国法轮功集会 议员谴责中共
n13767360,原日本山口组组长 目睹中共活摘器官现场
